month	price
2025-01-01	4.964179311790742
2025-02-01	4.159725579472115
2025-03-01	3.624051294164648
2025-04-01	3.4441564558683626
2025-05-01	3.0910410645832394
2025-06-01	2.8167051203092863
2025-07-01	2.941148623046499
2025-08-01	3.1573715727948852
2025-09-01	3.5373739695544355
2025-10-01	3.4981558133251616
2025-11-01	4.184717104107054
2025-12-01	4.606057841900125
