month	price
2024-01	4.661823622010792
2024-02	4.373045527783698
2024-03	3.8194125273439274
2024-04	4.011010794748925
2024-05	3.6869362933961285
2024-06	3.443467285986681
2024-07	3.323585981865183
2024-08	3.6022970077713405
2024-09	3.6756582104138706
2024-10	3.834711818946618
2024-11	4.318415000605406
2024-12	4.853952967388344
